Object ID,Is Public Domain,Department,AccessionYear,Object Name,Title,Culture,Artist Display Name,Artist Display Bio,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,City,Tags,Link Resource,Object Wikidata URL
670148,False,The American Wing,2022.0,Vase,"Marriage vase, one of a pair",American,Purinton Pottery,ca. 1753–1880,1809,1809,1809,"Red earthenware, wheel thrown with white slip decoration of birds and hearts; lead glaze",13 in. (33 cm),Somerset,,http://www.metmuseum.org/art/collection/search/670148,
826740,False,Drawings and Prints,1942.0,Print,Endymion Porter,,Thomas Rowlett; William Dobson; Endymion Porter; William Faithorne the Elder,"British, active 1641–49|British, London 1611–1646 London|British, 1587–1649|British, London ca. 1620–1691 London",ca. 1646,1641,1651,Engraving,Sheet: 11 in. × 7 5/8 in. (27.9 × 19.4 cm),London,,http://www.metmuseum.org/art/collection/search/826740,
7431,True,The American Wing,1946.0,Sherry glass,Sherry Glass,American,"Hobbs, Brockunier and Company",1863–1891,ca. 1885–87,1882,1887,Blown glass,H. 4 3/4 in. (12.1 cm),Wheeling,,http://www.metmuseum.org/art/collection/search/7431,https://www.wikidata.org/wiki/Q116342089
336561,False,Drawings and Prints,1974.0,Print,The Forester in Search of Game,,Charles Hancock; Henry Beckwith,"British, Marlborough, Wiltshire 1802–1877|British, active 1830–1900",ca. 1840,1830,1845,"Etching, aquatint and mezzotint","Sheet: 15 7/16 x 19 13/16 in. (39.2 x 50.4 cm)
Image: 11 5/8 x 16 3/8 in. (29.5 x 41.6 cm)",New York,,http://www.metmuseum.org/art/collection/search/336561,
490949,False,Modern and Contemporary Art,1941,"Hanging, woven",Hanging,American,Scalamandré,,before 1941,1940,1941,Silk,90 3/4 x 52 1/2 in. (230.5 cm. x 133.4 cm. ),New York,"Trees, Towers",http://www.metmuseum.org/art/collection/search/490949,
427337,False,Drawings and Prints,1930.0,"Prints Collection Ornament, Architecture","Design for a Vase with Britannia, from Vasses de la Maison Royalle de L'oo, part of Œuvres du Sr. D. Marot",,Daniel Marot the Elder; Pierre Husson,"French, Paris 1661–1752 The Hague|",published 1703 or 1712,1703,1712,Etching,"Sheet: 13 9/16 × 8 7/16 in. (34.4 × 21.4 cm)
Plate: 9 15/16 × 7 11/16 in. (25.3 × 19.6 cm)",The Hague,,http://www.metmuseum.org/art/collection/search/427337,
895008,False,Drawings and Prints,1924,Print,General Washington,,Burnet Reading; Pierre Eugène du Simitière; George Washington; William Richardson,"British, Colchester, Essex active 1780–1820|American (born Switzerland), Geneva 1737–1784 Philadelphia, Pennsylvania|American, 1732–1799|British, active 1778–1812","May 10, 1783",1783,1783,"Stipple engraving, printed in dark orange-brown ink","Image: 2 13/16 × 2 3/8 in. (7.2 × 6 cm)
Plate: 6 3/8 × 5 11/16 in. (16.2 × 14.4 cm)
Sheet: 11 9/16 × 8 7/16 in. (29.4 × 21.5 cm)",London,,http://www.metmuseum.org/art/collection/search/895008,
7593,True,The American Wing,1942.0,Sofa,Sofa,American,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York",1805–15,1805,1815,"Mahogany, white pine, tulip poplar",37 x 80 1/4 x 25 in. (94 x 203.8 x 63.5 cm),New York,,http://www.metmuseum.org/art/collection/search/7593,
698476,False,Drawings and Prints,1921.0,Book,"Plate 26: Joseph and his brothers gathered around a cistern, as his brothers prepare to sell him; from 'Imagines Veteris Ac Novi Testamenti A Raphaele Sanctio Urbinate in Vaticani Palatii Xystis' after Raphael",,Giovanni Giacomo De Rossi; Cesare Fantetti; Raphael (Raffaello Sanzio or Santi),"Italian, Rome 1627–1691 Rome|Italian, Florence 1660–1675|Italian, Urbino 1483–1520 Rome",1675,1675,1675,Etching,Plate: 10 1/16 × 11 1/8 in. (25.6 × 28.3 cm),Rome,,http://www.metmuseum.org/art/collection/search/698476,
344437,False,Drawings and Prints,1939.0,Book,Ackermann's Repository - Costume plates,,"Rudolph Ackermann, London","British, active 1794–1829",1809–28,1809,1828,"Illustrations: engravings, hand colored engravings",9 7/16 x 6 1/8 x 1 15/16 in. (24 x 15.5 x 5 cm),London,,http://www.metmuseum.org/art/collection/search/344437,
348509,False,Drawings and Prints,1991.0,Book,"Sonia Delaunay: ses peintures, ses objets, ses tissus simultanés, ses modes",,Sonia Delaunay; Librairie des Arts Décoratifs; André Lhote; Tristan Tzara; Blaise Cendrars; Loys Delteil; Philippe Soupault,"French (born Ukraine), Gradizhsk 1885–1979 Paris| |French, Bordeaux 1885–1962 Paris|French (born Romania), Moineşti 1896–1963 Paris|French, 1887–1961|French, Paris 1869–1927 Paris|French, Chaville 1897–1990 Paris",[1925],1925,1925,Pochoir and relief process,Overall: 22 5/16 x 15 3/16 x 11/16 in. (56.7 x 38.5 x 1.8 cm),Paris,,http://www.metmuseum.org/art/collection/search/348509,
857074,False,The Libraries,,,Conjure,,Delita Martin,"American, born Conroe, Texas, 1972",2021,2021,2021,,"ii, 59 pages : illustrations (chiefly color) ; Height: 11 7/16 in. (29 cm)",Huffman,,http://www.metmuseum.org/art/collection/search/857074,
630950,False,Drawings and Prints,1945.0,Print,"Man Carrying a Barrel of Wine, from Di Bologna l'Arti per via D'An.ibal' Ca.rac, plate 36",,Giuseppe Maria Mitelli; Annibale Carracci; Giovanni Giacomo De Rossi; La Calcografia Camerale,"Italian, Bologna (?) 1634–1718 Bologna|Italian, Bologna 1560–1609 Rome|Italian, Rome 1627–1691 Rome|",printed 1740,1740,1740,Etching; third state of three (Bertarelli),"Sheet: 16 5/8 × 11 5/16 in. (42.3 × 28.8 cm)
Plate: 11 1/4 × 7 11/16 in. (28.6 × 19.5 cm)",Rome,,http://www.metmuseum.org/art/collection/search/630950,
20018,True,The American Wing,2018.0,Vase,Vase,American,William J. Walley,1852–1919,ca. 1898–1918,1895,1921,Stoneware,11 5/8 in. (29.5 cm),West Sterling,,http://www.metmuseum.org/art/collection/search/20018,https://www.wikidata.org/wiki/Q116393774
690145,False,Drawings and Prints,1952.0,Print,"Lion d'apres l'Antique,  from Recueil de divers Monumens Anciens répandus en plusieurs endroits de L'Italie",,Jean Barbault; Bouchard & Gravier; Giunchi Heritiers de Komarek,"French, Viarmes 1718–1762 Rome|Rome|",1770,1770,1770,Etching,Plate: 4 3/4 × 7 13/16 in. (12 × 19.8 cm),Rome,,http://www.metmuseum.org/art/collection/search/690145,
591827,True,The Libraries,,,"Bononiensis de architectura libri quinque quibus cuncta fere architectonicae facultatis mysteria docte, perspicue . . .",,Sebastiano Serlio,"Italian, Bologna 1475–1554 Fontainebleau",1568–69,1568,1569,Illustrated book,5 pts. in 1 vol.; H: 12 5/8 in. (32 cm),Venice: Apud Francifcum de Francifcis Senenfem,,http://www.metmuseum.org/art/collection/search/591827,https://www.wikidata.org/wiki/Q29385983
631726,False,Drawings and Prints,1953.0,"Album Prints Ornament, Architecture","Plate 5: Psalmus Miserere, from ""Septem Psalmi Davidici"" (Seven Psalms of David)",,Melchior Model; Hieronymus (Jerome) Wierix; Pierre Firens I,"German, born Munich, active Antwerp, ca. 1594–1608|Netherlandish, ca. 1553–1619 Antwerp|Flemish, Antwerp 1580–1638 Paris",1608,1608,1608,"Engraving, gold paint",Sheet: 6 3/16 × 4 5/16 in. (15.7 × 11 cm),Antwerp,,http://www.metmuseum.org/art/collection/search/631726,
432646,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Three frame fragments; the one at top is ornamented with a bust of an imperator within a medallion, from Bordures de tableaux à la romaine, plate 6, bound in Oeuvres. Vol. III",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",ca. 1656–57,1656,1657,Etching; second state of two (Préaud),"Sheet: 13 3/16 × 7 7/8 in. (33.5 × 20 cm)
Plate: 8 3/8 × 5 11/16 in. (21.3 × 14.5 cm)",Paris,,http://www.metmuseum.org/art/collection/search/432646,
455054,True,Islamic Art,1913.0,Illustrated manuscript,Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami of Ganja,,Nizami; Maulana Azhar,"present-day Azerbaijan, Ganja 1141–1209 Ganja|died 1475/76",ca. 1430,1405,1455,"Ink, opaque watercolor, and gold on paper; lacquer binding","H. 11 in. (27.9 cm)
W. 7 in. (17.8 cm)",Herat,"Horses, Animals, Men, Hunting",http://www.metmuseum.org/art/collection/search/455054,
422399,False,Drawings and Prints,1957.0,Book,Trattato delle Piante & Immagini de Sacri Edifizi di Terra Santa (Treatise of the Plans & Images of the Sacred Buildings of the Holy Land),,Jacques Callot; Pietro Cecconcelli; Bernardino Amico,"French, Nancy 1592–1635 Nancy|Italian, active late 16th–early 17th century|Italian, active 1593–1619",1620,1620,1620,Etching and engraving with woodcut initial letters,Overall: 11 5/8 × 8 3/4 × 1 5/16 in. (29.5 × 22.3 × 3.3 cm),Florence,,http://www.metmuseum.org/art/collection/search/422399,
349296,False,Drawings and Prints,1938.0,Book,Encijclopédie of Handbook van Vrouwelijke Bedrijven en Raadgever. . .,,Anna Barbara van Schilperoot Meerten; Dirk Jurriaan Sluyter; C. G. Sulpke,"Dutch, 1778–1853|Dutch, 1811–1886|",1835,1835,1835,plates: engraving and hand colored engraving,Overall: 9 1/4 x 5 1/2 in. (23.5 x 14 cm),Amsterdam,,http://www.metmuseum.org/art/collection/search/349296,
718296,True,Arms and Armor,2016.0,Plate five from Nouveavx Desseins D'Arquebvseries,Plate Five from Nouveavx Desseins D'Arquebvseries,"French, Paris",De Lacollombe,"French, Paris, active ca. 1702–ca. 1736",dated 1730,1730,1730,Engraving,sheet: 11 1/2 x 9 in. (29.2 x 22.9 cm); plate: 9 3/8 x 6 5/8 in. (23.8 x 16.8 cm),Paris,Ornament,http://www.metmuseum.org/art/collection/search/718296,
641299,False,Drawings and Prints,1948.0,Print,"Francesco Bassano, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",,A. Barrand; baron Dominique Vivant Denon,"|French, Givry 1747–1825 Paris",1873,1873,1873,Lithograph,"Plate: 3 1/4 × 3 1/8 in. (8.3 × 8 cm)
Sheet: 15 3/8 × 11 1/4 in. (39 × 28.5 cm)",Paris,,http://www.metmuseum.org/art/collection/search/641299,
853685,False,The American Wing,2021,Pair of earrings,"""Double Pyramid"" earrings",American,Daniel Brush,"American, born Cleveland 1947",1975,1975,1975,Gold (22-karat and 18-karat gold),1 3/4 × 3/4 in. (4.4 × 1.9 cm),New York,,http://www.metmuseum.org/art/collection/search/853685,https://www.wikidata.org/wiki/Q116445581
6704,True,The American Wing,1933.0,Porringer,Porringer,American,Ebenezer Moulton,1768–1824,ca. 1800,1797,1800,Silver,"Overall: 2 x 8 3/8 in. (5.1 x 21.3 cm); 7 oz. 10 dwt. (232.8 g)
Body: Diam. 5 1/2 in. (14 cm)
Lip: Diam. 5 1/2 in. (14 cm)",Boston|Newburyport,,http://www.metmuseum.org/art/collection/search/6704,https://www.wikidata.org/wiki/Q116358068
14362,True,The American Wing,1991.0,Potpourri jar,Covered Potpourri Jar,American,Ott and Brewer,"American, Trenton, New Jersey, 1871–1893",1883–90,1883,1890,Belleek porcelain,H. 6 1/4 in. (15.9 cm),Trenton,Flowers,http://www.metmuseum.org/art/collection/search/14362,https://www.wikidata.org/wiki/Q116328608
690120,False,Drawings and Prints,1952.0,Print,"Frise du Temple de Pallas, from Recueil de divers Monumens Anciens répandus en plusieurs endroits de L'Italie",,Jean Barbault; Bouchard & Gravier; Giunchi Heritiers de Komarek,"French, Viarmes 1718–1762 Rome|Rome|",1770,1770,1770,Etching,Plate: 4 13/16 × 10 7/16 in. (12.3 × 26.5 cm),Rome,,http://www.metmuseum.org/art/collection/search/690120,
788989,True,Drawings and Prints,1917.0,Print,"Plate 15, from ""World in Miniature""",,"Rudolph Ackermann, London; Thomas Rowlandson","British, active 1794–1829|British, London 1757–1827 London",1816,1816,1816,Hand-colored etching,Sheet: 6 3/4 × 9 1/2 in. (17.1 × 24.1 cm),London,"Men, Women, Rivers, Boats, Dogs",http://www.metmuseum.org/art/collection/search/788989,
343915,False,Drawings and Prints,1962.0,Book,Abbildung der vorzüglichen Eisenwaaren welche auf den Königl. Bayer. Eisenhüttenwerken gegossen werden,,"Königl. Bayerische Eisenhüttenwerke; Anonymous, German, 19th century",German|,1831,1831,1831,Lithographed,10 5/8 x 16 5/16 x 3/8 in.  (27 x 41.5 x 1 cm),Munich,,http://www.metmuseum.org/art/collection/search/343915,
20039,True,The American Wing,2018.0,Pitcher,Pitcher,American,Dedham Pottery; Hugh C. Robertson,1895–1943|1844–1908,1896,1896,1896,Stoneware,6 1/8 x 7 1/4 in. (15.6 x 18.4 cm),Dedham,,http://www.metmuseum.org/art/collection/search/20039,https://www.wikidata.org/wiki/Q116393800
345108,False,Drawings and Prints,1963.0,"Portfolio Print Ornament, Architecture",L'Art de la Bijouterie,,Jean Francois Barousse; Librairie Polytechnique Baudry et Cie.,"French, Saint-Bertrand 1824–1890 (?)|","1879, 1881",1879,1881,Color lithograph,,Paris,,http://www.metmuseum.org/art/collection/search/345108,
356553,False,Drawings and Prints,1941.0,"Book, Ornament and architecture","Della architettura di Gio. Antonio Rusconi, con centosessanta figure dissegnate dal medesimo, secondo i precetti di Vitruvio, e con chiarezza, e breuità di chiarate libri dieci.",,"Giovanni Antonio Rusconi; Francesco Maria II Montefeltro della Rovere, Duke of Urbino; Giovanni Antonio Rusconi; I Gioliti; Marcus Pollio Vitruvius","ca. 1520–1587|Italian, 1574–1631|ca. 1520–1587| |Roman, active late 1st century BCE",1590,1590,1590,Printed book with woodcut illustrations,11 7/8 x 8 7/16 x 13/16 in. (30.1 x 21.5 x 2.1 cm),Venice,,http://www.metmuseum.org/art/collection/search/356553,
312046,False,Arts of Africa  Oceania  and the Americas,1978.0,Bark painting,Painting from a Ceremonial House Ceiling,"Kwoma, Wanyi clan","Artists of Mariwai Village; Kulumb, Simberaga Wanyi",|,1970,1970,1970,"Sago palm spathe, paint",H. 51 1/2 x W. 17 7/8 in. (130.8 x 45.4 cm),Mariwai village,,http://www.metmuseum.org/art/collection/search/312046,
431145,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Two variants for door crowns, from Angles de plafons de galeries et autres ornements, plate 2, bound in Oeuvres. Vol. I",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,1682,Etching; second state of two (Préaud),"Sheet: 13 9/16 × 8 1/4 in. (34.5 × 21 cm)
Plate: 9 1/16 × 6 5/16 in. (23 × 16 cm)",Paris,,http://www.metmuseum.org/art/collection/search/431145,
8255,True,The American Wing,1946.0,Tazza,Tazza,American,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",1880–88,1880,1888,Blown amber glass with applied threaded decoration,H. 4 5/8 in. (11.7 cm); Diam. 8 1/4 in. (21 cm),Sandwich,,http://www.metmuseum.org/art/collection/search/8255,https://www.wikidata.org/wiki/Q116330883
5792,True,The American Wing,1947.0,Pitcher,Pitcher,American,Fenton's Works; United States Pottery Company,1847–1848|1852–58,1847–53,1847,1853,Parian porcelain,H. 10 1/4 in. (26 cm),Bennington,Flowers,http://www.metmuseum.org/art/collection/search/5792,https://www.wikidata.org/wiki/Q116359943
382035,False,Drawings and Prints,1993.0,Magazine,A Home in a Prairie Town,,Frank Lloyd Wright; Curtis Publishing Company,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona|Philadelphia, Pennsylvania",February 1901,1901,1901,Printed magazine,Overall: 16 1/4 x 11 3/8 x 1/8 in. (41.3 x 28.9 x 0.3 cm),Philadelphia,,http://www.metmuseum.org/art/collection/search/382035,
433527,False,Drawings and Prints,1949.0,Print,"Three cavalrymen in full armor, from The Riding School or Exercise of Cavalry",,Clement de Jonghe; Jacques de Gheyn II; Jacques de Gheyn II,"Dutch, Brunsbüttel (Landkreis Dithmarschen) 1624/1625–1677 Amsterdam|Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, Antwerp 1565–1629 The Hague",,1652,1677,Engraving; second state of two (New Hollstein),Sheet: 6 7/16 × 8 7/16 in. (16.4 × 21.4 cm),Amsterdam,,http://www.metmuseum.org/art/collection/search/433527,
504162,False,Musical Instruments,1889,Mandoline,Mandoline,Italian,Alberto Olmi,"Italian, Siena, active 19th century",19th century,1850,1899,"Wood, mother of pearl, strings, ebony",Overall:  W. 21.6 x L 55.9cm (8 1/2 x 22in.),Siena,,http://www.metmuseum.org/art/collection/search/504162,
427319,True,Drawings and Prints,1959.0,Print,"Francesco I d'Este, Suffering the Pain of his Injuries, Continues to Take Charge for the Successful Completion of the Military Campaign, from L'Idea di un Principe ed Eroe Cristiano in Francesco I d'Este, di Modena e Reggio Duca VIII [...]",,Bartolomeo Fenice (Fénis); Domenico Gamberti,|,1659,1659,1659,Etching,Sheet: 4 13/16 × 6 5/16 in. (12.3 × 16.1 cm),Modena,"Battles, Soldiers, Men, Horses",http://www.metmuseum.org/art/collection/search/427319,
345934,False,Drawings and Prints,1924.0,Book,Sermoni Devotissimi,,Saint Bernard of Clairvaux; Piero de Quarengi,"French, 1090/91–1153|","March 17, 1508",1508,1508,,,Venice,,http://www.metmuseum.org/art/collection/search/345934,
348832,False,Drawings and Prints,1924.0,"Book, Ornament and architecture","Hints to Young Architects, Calculated to Facilitate Their Practical Operations; with Additional Notes and Hints to Persons About Building in This Country",,Wiley & Putnam; Andrew Jackson Downing; George Wightwick,"New York|American, Newburgh, New York 1815–1852 Yonkers, New York|American, 1802–1872",1851,1851,1851,Illustrations: transfer lithographs,9 7/16 × 5 7/8 × 13/16 in. (24 × 15 × 2 cm),London|New York,,http://www.metmuseum.org/art/collection/search/348832,
427797,False,Drawings and Prints,1967.0,Print,The Fortune-telling of Captive Turks,,Khitrova,"Russian, active 19th century",1855,1855,1855,Lithographs,"Sheet: 14 1/2 × 17 3/16 in. (36.9 × 43.7 cm)
Image: 10 1/8 × 15 in. (25.7 × 38.1 cm)",Moscow,,http://www.metmuseum.org/art/collection/search/427797,
5876,True,The American Wing,1970.0,Pitcher,Pitcher,American,Robert and William Wilson,active ca. 1825–ca.1846,ca. 1845,1840,1851,Silver,13 1/4 x 6 13/16 x 6 1/8 in. (33.7 x 17.3 x 15.6 cm); 32 oz. 12 dwt. (1013.3 g),Philadelphia,"Grapes, Leaves",http://www.metmuseum.org/art/collection/search/5876,https://www.wikidata.org/wiki/Q116357000
345946,False,Drawings and Prints,1952.0,Book,Tabulae anatomicae ex archetypis egregii pictoris Petri Berettini Cortonensis expressae et in aes incisae...,,Luca Ciamberlano; Pietro da Cortona (Pietro Berrettini); Pietro da Cortona (Pietro Berrettini); Francesco Petraglia,"Italian, active Rome, 1599–1641|Italian, Cortona 1596–1669 Rome|Italian, Cortona 1596–1669 Rome|Italian, active ca. 1788",1788,1788,1788,,,Rome,,http://www.metmuseum.org/art/collection/search/345946,
6571,True,The American Wing,1969.0,Platter,Platter,American,Union Porcelain Works,1863–1922,1885,1885,1885,Porcelain,14 3/8 x 9 7/8 in. (36.5 x 25.1 cm),Brooklyn,,http://www.metmuseum.org/art/collection/search/6571,https://www.wikidata.org/wiki/Q116361319
830442,False,Drawings and Prints,1960.0,Print,"The Sisters of Charity, an Episode of the Battle of Magenta",,"Gebbie & Co.; Giuseppe Fattori; Gebbie & Husson Company, Ltd.","American, 1880–1905|Italian, Florence 1818–1888 Florence|",1880–1905,1880,1905,Photogravure,"Image: 8 1/4 × 12 1/2 in. (21 × 31.8 cm)
Sheet: 11 11/16 in. × 17 in. (29.7 × 43.2 cm)",London,,http://www.metmuseum.org/art/collection/search/830442,
458799,False,Islamic Art,2015.0,Brooch,Brooch with Carved Emeralds and Sapphires by Cartier,,Cartier,"French, founded Paris, 1847",Emerald: 17th century; setting: ca. 1920,1600,1945,"Platinum, set with emeralds and sapphires","H. 2 in. (5 cm)
W. 2 1/4 in. (5.5 cm)",New York,"Brooches, Flowers, Leaves",http://www.metmuseum.org/art/collection/search/458799,https://www.wikidata.org/wiki/Q116410129
10012,True,The American Wing,1966.0,Work table,Work Table,American,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York",1810–20,1810,1820,"Mahogany veneer, mahogany, gilt-brass ornament, white pine, yellow poplar",29 3/16 x 22 3/4 x 16 in. (74.1 x 57.8 x 40.6 cm),New York,,http://www.metmuseum.org/art/collection/search/10012,https://www.wikidata.org/wiki/Q116331126
13956,True,The American Wing,1961.0,Rug,Hooked Rug,American,Lucy Trask Barnard,1800–1896,ca. 1860,1857,1860,Wool,65 1/2 x 36 in. (166.4 x 91.4 cm),Dixfield,"Houses, Horses, Landscapes, Trees",http://www.metmuseum.org/art/collection/search/13956,
5311,True,The American Wing,1964.0,Mug,Mug,British (American market),Ralph Hall & Son,active 1836–1841,ca. 1836–ca. 1841,1833,1844,"Earthenware, transfer-printed",H. 2 1/2 in. (6.4 cm); Diam. 3 1/2 in. (8.9 cm),Stoke-on-Trent,"George Washington, Portraits",http://www.metmuseum.org/art/collection/search/5311,https://www.wikidata.org/wiki/Q116365749
24936,True,Arms and Armor,1989.0,Breech-loading rimfire cartridge pistol with case and accessories,Breech-Loading Rimfire Cartridge Pistol with Case and Accessories,"French, Paris",Louis Nicolas Auguste Flobert,"French, Paris, 1819–1894",ca. 1855,1830,1880,"Steel, gold, ivory, leather, textile",Pistol (a); L. 13 3/8 in. (33.9 cm); L. of barrel 8 3/8 in. (21.2 cm); Cal. .22 in. (5.6 mm); forked cleaning rod (b); L. 9 9/16 in. (24.3 cm); Wt. 1 oz. (28.3 g); scourging rod (c); L. 9 11/16 in. (24.6 cm); Wt. 1.1 oz. (31.2 g); cartridge box (d); H. 1 1/4 in. (3.2 cm); Diam. 2 in. (5.1 cm); Wt. 1.7 oz. (48.2 g); screwdriver (e); L. 3 1/16 in. (7.8 cm); Wt. 0.5 oz. (14.2 g); case (f); H. 2 3/16 in. (5.6 cm); W. 14 1/2 in. (36.8 cm); D. 8 5/8 in. (21.9 cm); Wt. 1 lb. 14.6 oz. (867.5 g); key (g); L. 1 1/8 in. (2.9 cm),Paris,,http://www.metmuseum.org/art/collection/search/24936,https://www.wikidata.org/wiki/Q116394418
690284,False,Drawings and Prints,1952.0,Print,"D'après l'Antique, from Recueil de divers Monumens Anciens répandus en plusieurs endroits de L'Italie",,Bouchard & Gravier; Giunchi Heritiers de Komarek; Jean Barbault,"Rome| |French, Viarmes 1718–1762 Rome",1770,1770,1770,Etching,Plate: 8 3/4 × 11 5/16 in. (22.3 × 28.8 cm),Rome,,http://www.metmuseum.org/art/collection/search/690284,
789164,True,Drawings and Prints,1959.0,Print,"Frontispiece: The Vicar of Wakefield, from ""The Vicar of Wakefield""",,"Rudolph Ackermann, London; Thomas Rowlandson; Oliver Goldsmith; William Clowes","British, active 1794–1829|British, London 1757–1827 London|Irish, Pallas, Longford ca. 1728–1774 London|London","May 1, 1817",1817,1817,Hand-colored etching and aquatint,Sheet: 9 3/16 × 5 5/8 in. (23.3 × 14.3 cm),London,"Children, Men, Women",http://www.metmuseum.org/art/collection/search/789164,
746687,False,The American Wing,2017.0,Canterbury,Canterbury [sheet music storage rack],American,Duncan Phyfe & Sons,"1837–1840, active New York",ca. 1840,1835,1845,"Mahogany, mahogany veneer, white pine, and poplar",20 1/2 × 18 3/4 × 13 3/4 in. (52.1 × 47.6 × 34.9 cm),New York,,http://www.metmuseum.org/art/collection/search/746687,https://www.wikidata.org/wiki/Q116444888
516,False,The American Wing,1958.0,Bible,Bible,,Pieter Keur; Pieter Rotterdam and Company,|,1716 or 1719 (edition),1716,1719,"Paper, leather, brass",14 x 9 1/2 in. (35.6 x 24.1 cm),Dordrecht|Amsterdam,,http://www.metmuseum.org/art/collection/search/516,
430724,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Fireplace between two arcades, which give way to a gallery, from Cheminées et lambris, plate 3, bound in Oeuvres. Vol. I",,Pierre Mariette le fils; Jean Le Pautre,"French, Paris 1634–1716 Paris|French, Paris 1618–1682 Paris",17th century,1633,1682,Etching; second state of two (Préaud),"Sheet: 13 9/16 × 8 1/4 in. (34.5 × 21 cm)
Plate: 5 11/16 × 8 1/4 in. (14.4 × 20.9 cm)",Paris,,http://www.metmuseum.org/art/collection/search/430724,
452135,True,Islamic Art,1970.0,Folio from an illustrated manuscript,"""Siyavush Plays Polo before Afrasiyab"", Folio 180v from the Shahnama (Book of Kings) of Shah Tahmasp",,Qasim ibn 'Ali; Mir Musavvir; Abu'l Qasim Firdausi,"Iranian, active ca. 1525–60|Iranian, active ca. 1525–55|Iranian, Paj ca. 940/41–1020 Tus",ca. 1525–30,1500,1555,"Opaque watercolor, ink, silver, and gold on paper","Painting: 
               H. 11 3/16 in. (28.4 cm)
               W. 9 5/16 in. (23.7 cm)
Entire Page: 
               H. 18 5/8 in. (47.3 cm)
               W. 12 9/16 in. (31.9 cm)",Tabriz,"Men, Playing, Sports, Horses",http://www.metmuseum.org/art/collection/search/452135,
701949,True,Drawings and Prints,1960.0,"Print, Fete, Ornament, Architecture",Plate 44: Men with heraldic flags and horses from Carinthia and Styria marching in the funeral procession of Archduke Albert of Austria; from 'Pompa Funebris ... Alberti Pii',,Jacques Francquart; Cornelis Galle I,"French, Brussels 1577–1651 Brussels|Netherlandish, Antwerp 1576–1650 Antwerp",1623,1623,1623,Etching with hand coloring,"Sheet: 11 1/4 × 15 1/4 in. (28.5 × 38.7 cm)
Plate: 9 5/8 × 14 3/4 in. (24.5 × 37.5 cm)",Brussels,"Men, Horses, Flags",http://www.metmuseum.org/art/collection/search/701949,
349591,False,Drawings and Prints,1952.0,Book,Illustrated Catalogue of Transfer Ornaments,,Julius Fechteler,"New York, NY",ca. 1870,1865,1875,Illustrations: photomechanical process,11 1/4 x 8 11/16 in. (28.6 x 22 cm),New York,,http://www.metmuseum.org/art/collection/search/349591,
359002,False,Drawings and Prints,1933.0,Book,Deutscher Kalender für die Jahre 1475 bis 1530,,Johann Müller von Königsberg; Hans Spoerer; J. Halle,| |German,"1927, reprint of 1474 original",1474,1927,"Woodcuts, hand colored",Overall: 8 9/16 x 6 1/8 x 3/8 in. (21.8 x 15.5 x 1 cm),Munich (reprint),,http://www.metmuseum.org/art/collection/search/359002,
7177,True,The American Wing,1946.0,Sauce dish,Sauce Dish,American,"Challinor, Taylor and Company",1866–1891,1870–90,1870,1890,Pressed purple marble glass,H. 2 3/8 in. (6 cm); Diam. 4 in. (10.2 cm),Tarentum,,http://www.metmuseum.org/art/collection/search/7177,https://www.wikidata.org/wiki/Q116346877
350661,False,Drawings and Prints,1942.0,Book,Latest Styles of . . . Carriage Lamps . . .,,White Manufacturing Co.,"Bridgeport, Connecticut",1889,1889,1889,,,Bridgeport,,http://www.metmuseum.org/art/collection/search/350661,
429707,False,Drawings and Prints,1953.0,"Print collection ornament, architecture","Neptune, from Livre de Cartouches (Book of Cartouches), plate 8",,François Boucher; Gabriel Huquier; Gabriel Huquier,"French, Paris 1703–1770 Paris|French, Orléans 1695–1772 Paris|French, Orléans 1695–1772 Paris",1730–70,1730,1770,Etching and engraving,Sheet: 15 1/8 × 9 15/16 in. (38.4 × 25.3 cm),Paris,,http://www.metmuseum.org/art/collection/search/429707,
314906,False,Arts of Africa  Oceania  and the Americas,1985.0,Mask,Face Mask (Gunye Ge),Dan peoples,A Yakouba carver,,19th–20th century,1800,2000,"Wood, pigment, kaolin",H. 9 1/4 × W. 5 7/8 × D. 3 1/4 in. (23.5 × 14.9 × 8.3 cm),Trokpadrou village,"Faces, Ceremonial Objects",http://www.metmuseum.org/art/collection/search/314906,
